machine,station_id,station_type,day,planned_min,running_min,total_units,good_units,availability,performance,quality,oee
M1,ST2,CNC,2025-01-06,1440,625,3654,3644,0.4340277777777778,0.9744,0.9972632731253421,0.42175925925925933
M1,ST3,Robotics,2025-01-06,1440,624,3639,3630,0.43333333333333335,0.9719551282051282,0.9975267930750206,0.4201388888888889
M1,ST4,Assembly,2025-01-06,1440,626,3624,3608,0.43472222222222223,0.9648562300319489,0.9955849889624724,0.41759259259259257
M1,ST5,Welding,2025-01-06,1440,623,3609,3600,0.4326388888888889,0.9654895666131621,0.9975062344139651,0.4166666666666667
M1,ST6,Cooling_System,2025-01-06,1440,622,3594,3577,0.43194444444444446,0.9630225080385852,0.9952698942682248,0.41400462962962964
M1,ST7,Inspection,2025-01-06,1440,583,3355,3332,0.4048611111111111,0.9591194968553459,0.9931445603576751,0.38564814814814813
M1,ST8,Packaging,2025-01-06,1440,615,3564,3552,0.4270833333333333,0.9658536585365853,0.9966329966329966,0.4111111111111111
M1,ST1,Robotics,2025-01-07,1440,539,3124,3114,0.37430555555555556,0.9659863945578231,0.9967989756722151,0.3604166666666666
M1,ST2,CNC,2025-01-07,1440,544,3138,3126,0.37777777777777777,0.9613970588235294,0.9961759082217974,0.36180555555555555
M1,ST3,Robotics,2025-01-07,1440,545,3153,3140,0.3784722222222222,0.9642201834862385,0.9958769425943546,0.3634259259259259
M1,ST4,Assembly,2025-01-07,1440,546,3167,3152,0.37916666666666665,0.9667277167277167,0.995263656457215,0.3648148148148148
M1,ST5,Welding,2025-01-07,1440,550,3182,3161,0.3819444444444444,0.9642424242424242,0.9934003771213074,0.3658564814814815
M1,ST6,Cooling_System,2025-01-07,1440,553,3192,3182,0.3840277777777778,0.9620253164556962,0.9968671679197995,0.368287037037037
M1,ST7,Inspection,2025-01-07,1440,564,3197,3189,0.39166666666666666,0.9447399527186762,0.9974976540506725,0.36909722222222224
M1,ST8,Packaging,2025-01-07,1440,563,3202,3191,0.3909722222222222,0.9478981645944345,0.9965646470955652,0.3693287037037037
M1,ST1,Robotics,2025-01-08,1440,558,3178,3169,0.3875,0.9492234169653524,0.9971680302076777,0.3667824074074074
M1,ST2,CNC,2025-01-08,1440,557,3164,3153,0.38680555555555557,0.9467384799521245,0.9965233881163085,0.36493055555555554
M1,ST3,Robotics,2025-01-08,1440,558,3149,3141,0.3875,0.9405615292712067,0.997459510955859,0.3635416666666667
M1,ST4,Assembly,2025-01-08,1440,567,3150,3127,0.39375,0.9259259259259259,0.9926984126984127,0.36192129629629627
M1,ST5,Welding,2025-01-08,1440,568,3150,3139,0.39444444444444443,0.9242957746478874,0.9965079365079365,0.36331018518518515
M1,ST6,Cooling_System,2025-01-08,1440,572,3155,3145,0.3972222222222222,0.9192890442890443,0.9968304278922345,0.3640046296296296
M1,ST7,Inspection,2025-01-08,1440,556,3046,3030,0.3861111111111111,0.9130695443645084,0.9947472094550229,0.3506944444444444
M1,ST8,Packaging,2025-01-08,1440,576,3175,3161,0.4,0.9186921296296297,0.9955905511811024,0.3658564814814815
M1,ST1,Robotics,2025-01-09,1440,518,2919,2912,0.3597222222222222,0.9391891891891891,0.9976019184652278,0.337037037037037
M1,ST2,CNC,2025-01-09,1440,521,2926,2908,0.36180555555555555,0.9360204734484965,0.9938482570061518,0.3365740740740741
M1,ST3,Robotics,2025-01-09,1440,523,2940,2932,0.36319444444444443,0.9369024856596558,0.9972789115646259,0.3393518518518519
M1,ST4,Assembly,2025-01-09,1440,526,2940,2926,0.36527777777777776,0.9315589353612167,0.9952380952380953,0.33865740740740735
M1,ST5,Welding,2025-01-09,1440,530,2939,2925,0.3680555555555556,0.9242138364779874,0.9952364749914937,0.3385416666666667
M1,ST6,Cooling_System,2025-01-09,1440,535,2938,2929,0.3715277777777778,0.9152647975077881,0.9969366916269571,0.33900462962962963
M1,ST7,Inspection,2025-01-09,1440,541,2931,2920,0.37569444444444444,0.9029574861367837,0.9962470146707608,0.33796296296296297
M1,ST8,Packaging,2025-01-09,1440,539,2931,2922,0.37430555555555556,0.9063079777365491,0.9969293756397134,0.33819444444444446
M1,ST1,Robotics,2025-01-10,1440,601,3453,3441,0.4173611111111111,0.9575707154742097,0.996524761077324,0.3982638888888889
M1,ST2,CNC,2025-01-10,1440,606,3446,3435,0.42083333333333334,0.9477447744774478,0.9968078932095182,0.3975694444444444
M1,ST3,Robotics,2025-01-10,1440,603,3432,3423,0.41875,0.9485903814262023,0.9973776223776224,0.3961805555555556
M1,ST4,Assembly,2025-01-10,1440,609,3417,3403,0.42291666666666666,0.9351395730706076,0.9959028387474392,0.3938657407407407
M1,ST5,Welding,2025-01-10,1440,611,3418,3403,0.42430555555555555,0.9323513366066557,0.9956114686951434,0.3938657407407407
M1,ST6,Cooling_System,2025-01-10,1440,617,3419,3403,0.4284722222222222,0.9235548352242031,0.9953202690845276,0.3938657407407407
M1,ST7,Inspection,2025-01-10,1440,615,3426,3407,0.4270833333333333,0.9284552845528455,0.9944541739638062,0.3943287037037037
M1,ST8,Packaging,2025-01-10,1440,615,3426,3415,0.4270833333333333,0.9284552845528455,0.9967892586106246,0.3952546296296296
M1,ST1,Robotics,2025-01-11,1440,632,3676,3660,0.4388888888888889,0.9694092827004219,0.9956474428726877,0.42361111111111105
M1,ST2,CNC,2025-01-11,1440,640,3681,3668,0.4444444444444444,0.95859375,0.9964683509915784,0.42453703703703705
M1,ST3,Robotics,2025-01-11,1440,648,3686,3677,0.45,0.948045267489712,0.99755832881172,0.4255787037037037
M1,ST4,Assembly,2025-01-11,1440,649,3691,3680,0.45069444444444445,0.9478685156651259,0.9970197778379842,0.42592592592592593
M1,ST5,Welding,2025-01-11,1440,640,3679,3668,0.4444444444444444,0.9580729166666667,0.9970100570807284,0.42453703703703705
M1,ST6,Cooling_System,2025-01-11,1440,638,3679,3663,0.44305555555555554,0.9610762800417972,0.9956509921174233,0.4239583333333333
M1,ST7,Inspection,2025-01-11,1440,624,3542,3531,0.43333333333333335,0.9460470085470085,0.9968944099378882,0.4086805555555556
M1,ST8,Packaging,2025-01-11,1440,655,3658,3648,0.4548611111111111,0.9307888040712469,0.9972662657189721,0.4222222222222223
M1,ST1,Robotics,2025-01-12,1440,691,4001,3986,0.4798611111111111,0.9650265315967197,0.9962509372656836,0.4613425925925926
M1,ST2,CNC,2025-01-12,1440,698,4001,3990,0.4847222222222222,0.9553486150907354,0.9972506873281679,0.4618055555555555
M1,ST3,Robotics,2025-01-12,1440,693,4001,3985,0.48125,0.9622414622414622,0.9960009997500625,0.46122685185185186
M1,ST4,Assembly,2025-01-12,1440,697,4009,3995,0.4840277777777778,0.9586322333811573,0.9965078573210276,0.46238425925925924
M1,ST5,Welding,2025-01-12,1440,696,4021,4004,0.48333333333333334,0.9628831417624522,0.9957721959711514,0.46342592592592596
M1,ST6,Cooling_System,2025-01-12,1440,702,4021,4003,0.4875,0.954653371320038,0.9955235016165133,0.4633101851851852
M1,ST7,Inspection,2025-01-12,1440,705,4032,4017,0.4895833333333333,0.9531914893617022,0.9962797619047619,0.46493055555555557
M1,ST8,Packaging,2025-01-12,1440,710,4042,4031,0.4930555555555556,0.9488262910798122,0.9972785749628896,0.46655092592592595
M1,ST1,Robotics,2025-01-13,1440,613,3416,3404,0.42569444444444443,0.9287656334964655,0.9964871194379391,0.3939814814814815
M1,ST2,CNC,2025-01-13,1440,609,3415,3406,0.42291666666666666,0.934592227695676,0.9973645680819913,0.39421296296296293
M1,ST3,Robotics,2025-01-13,1440,607,3420,3405,0.4215277777777778,0.9390444810543658,0.9956140350877193,0.39409722222222227
M1,ST4,Assembly,2025-01-13,1440,607,3412,3403,0.4215277777777778,0.9368478857770456,0.9973622508792497,0.39386574074074077
M1,ST5,Welding,2025-01-13,1440,598,3412,3399,0.4152777777777778,0.9509476031215162,0.996189917936694,0.39340277777777777
M1,ST6,Cooling_System,2025-01-13,1440,596,3412,3397,0.41388888888888886,0.9541387024608501,0.9956037514654161,0.39317129629629627
M1,ST7,Inspection,2025-01-13,1440,596,3412,3395,0.41388888888888886,0.9541387024608501,0.9950175849941383,0.39293981481481477
M1,ST8,Packaging,2025-01-13,1440,589,3412,3400,0.40902777777777777,0.9654782116581777,0.9964830011723329,0.3935185185185185
M1,ST1,Robotics,2025-01-14,1440,573,3364,3352,0.39791666666666664,0.9784758580570099,0.9964328180737217,0.38796296296296295
M1,ST2,CNC,2025-01-14,1440,576,3360,3351,0.4,0.9722222222222222,0.9973214285714286,0.38784722222222223
M1,ST3,Robotics,2025-01-14,1440,576,3365,3351,0.4,0.9736689814814815,0.9958395245170877,0.38784722222222223
M1,ST4,Assembly,2025-01-14,1440,575,3375,3363,0.3993055555555556,0.9782608695652174,0.9964444444444445,0.38923611111111117
M1,ST5,Welding,2025-01-14,1440,571,3375,3363,0.39652777777777776,0.9851138353765324,0.9964444444444445,0.3892361111111111
M1,ST6,Cooling_System,2025-01-14,1440,578,3375,3364,0.4013888888888889,0.9731833910034602,0.9967407407407407,0.38935185185185184
M1,ST7,Inspection,2025-01-14,1440,586,3375,3362,0.40694444444444444,0.9598976109215017,0.9961481481481481,0.38912037037037034
M1,ST8,Packaging,2025-01-14,1440,590,3375,3358,0.4097222222222222,0.9533898305084746,0.9949629629629629,0.3886574074074074
M1,ST1,Robotics,2025-01-15,1440,635,3462,3448,0.4409722222222222,0.9086614173228347,0.9959560947429231,0.3990740740740741
M1,ST2,CNC,2025-01-15,1440,633,3462,3442,0.4395833333333333,0.9115323854660348,0.9942229924898902,0.39837962962962964
M1,ST3,Robotics,2025-01-15,1440,617,3447,3435,0.4284722222222222,0.9311183144246353,0.9965187119234117,0.3975694444444444
M1,ST4,Assembly,2025-01-15,1440,619,3447,3430,0.42986111111111114,0.9281098546042004,0.9950681752248332,0.39699074074074076
M1,ST5,Welding,2025-01-15,1440,619,3447,3437,0.42986111111111114,0.9281098546042004,0.997098926602843,0.397800925925926
M1,ST6,Cooling_System,2025-01-15,1440,612,3447,3439,0.425,0.9387254901960784,0.9976791412822744,0.39803240740740736
M1,ST7,Inspection,2025-01-15,1440,610,3447,3428,0.4236111111111111,0.9418032786885245,0.9944879605454018,0.3967592592592592
M1,ST8,Packaging,2025-01-15,1440,607,3447,3432,0.4215277777777778,0.9464579901153213,0.9956483899042646,0.39722222222222225
M1,ST1,Robotics,2025-01-16,1440,514,2936,2924,0.35694444444444445,0.9520103761348897,0.9959128065395095,0.3384259259259259
M1,ST2,CNC,2025-01-16,1440,514,2936,2927,0.35694444444444445,0.9520103761348897,0.9969346049046321,0.33877314814814813
M1,ST3,Robotics,2025-01-16,1440,515,2936,2928,0.3576388888888889,0.9501618122977347,0.997275204359673,0.3388888888888889
M1,ST4,Assembly,2025-01-16,1440,515,2936,2924,0.3576388888888889,0.9501618122977347,0.9959128065395095,0.33842592592592596
M1,ST5,Welding,2025-01-16,1440,507,2936,2928,0.35208333333333336,0.965154503616042,0.997275204359673,0.3388888888888889
M1,ST6,Cooling_System,2025-01-16,1440,506,2936,2928,0.35138888888888886,0.9670619235836627,0.997275204359673,0.33888888888888885
M1,ST7,Inspection,2025-01-16,1440,504,2936,2922,0.35,0.9708994708994709,0.9952316076294278,0.3381944444444444
M1,ST8,Packaging,2025-01-16,1440,499,2936,2931,0.34652777777777777,0.9806279225116901,0.9982970027247956,0.33923611111111107
M1,ST1,Robotics,2025-01-17,1440,654,3782,3766,0.45416666666666666,0.9638124362895005,0.9957694341618192,0.4358796296296297
M1,ST2,CNC,2025-01-17,1440,654,3782,3770,0.45416666666666666,0.9638124362895005,0.9968270756213644,0.4363425925925926
M1,ST3,Robotics,2025-01-17,1440,655,3788,3778,0.4548611111111111,0.9638676844783715,0.9973600844772967,0.4372685185185185
M1,ST4,Assembly,2025-01-17,1440,657,3779,3770,0.45625,0.958650431253171,0.997618417570786,0.43634259259259256
M1,ST5,Welding,2025-01-17,1440,661,3767,3751,0.45902777777777776,0.9498234997478567,0.9957525882665251,0.4341435185185185
M1,ST6,Cooling_System,2025-01-17,1440,660,3752,3743,0.4583333333333333,0.9474747474747475,0.9976012793176973,0.43321759259259257
M1,ST7,Inspection,2025-01-17,1440,657,3737,3724,0.45625,0.9479959411466261,0.9965212737489966,0.4310185185185185
M1,ST8,Packaging,2025-01-17,1440,654,3737,3723,0.45416666666666666,0.9523445463812437,0.9962536794219963,0.4309027777777778
M1,ST1,Robotics,2025-01-18,1440,672,3853,3837,0.4666666666666667,0.9556051587301587,0.9958473916428757,0.44409722222222225
M1,ST2,CNC,2025-01-18,1440,677,3867,3857,0.4701388888888889,0.9519940915805022,0.9974140160331006,0.446412037037037
M1,ST3,Robotics,2025-01-18,1440,673,3876,3861,0.4673611111111111,0.9598811292719168,0.9961300309597523,0.446875
M1,ST4,Assembly,2025-01-18,1440,677,3885,3873,0.4701388888888889,0.9564254062038404,0.9969111969111969,0.44826388888888885
M1,ST5,Welding,2025-01-18,1440,685,3896,3878,0.4756944444444444,0.9479318734793187,0.9953798767967146,0.44884259259259257
M1,ST6,Cooling_System,2025-01-18,1440,694,3911,3893,0.48194444444444445,0.9392411143131604,0.9953975965226285,0.4505787037037037
M1,ST7,Inspection,2025-01-18,1440,697,3913,3900,0.4840277777777778,0.9356767097082735,0.9966777408637874,0.45138888888888884
M1,ST8,Packaging,2025-01-18,1440,698,3913,3906,0.4847222222222222,0.9343361986628462,0.998211091234347,0.45208333333333334
M1,ST1,Robotics,2025-01-19,1440,490,2854,2841,0.3402777777777778,0.9707482993197278,0.9954449894884373,0.32881944444444444
M1,ST2,CNC,2025-01-19,1440,492,2848,2840,0.3416666666666667,0.964769647696477,0.9971910112359551,0.3287037037037038
M1,ST3,Robotics,2025-01-19,1440,491,2840,2831,0.34097222222222223,0.9640190088255262,0.9968309859154929,0.32766203703703706
M1,ST4,Assembly,2025-01-19,1440,498,2838,2830,0.3458333333333333,0.9497991967871486,0.9971811134601832,0.3275462962962963
M1,ST5,Welding,2025-01-19,1440,503,2838,2825,0.34930555555555554,0.9403578528827038,0.9954193093727978,0.3269675925925926
M1,ST6,Cooling_System,2025-01-19,1440,507,2838,2828,0.35208333333333336,0.9329388560157791,0.9964763918252291,0.32731481481481484
M1,ST7,Inspection,2025-01-19,1440,519,2850,2839,0.36041666666666666,0.9152215799614644,0.996140350877193,0.32858796296296294
M1,ST8,Packaging,2025-01-19,1440,515,2849,2837,0.3576388888888889,0.9220064724919094,0.9957879957879958,0.3283564814814815
M1,ST1,Robotics,2025-01-20,1440,543,3072,3060,0.3770833333333333,0.9429097605893186,0.99609375,0.3541666666666667
M1,ST2,CNC,2025-01-20,1440,550,3064,3053,0.3819444444444444,0.9284848484848485,0.9964099216710183,0.35335648148148147
M1,ST3,Robotics,2025-01-20,1440,556,3072,3059,0.3861111111111111,0.920863309352518,0.9957682291666666,0.3540509259259259
M1,ST4,Assembly,2025-01-20,1440,556,3074,3064,0.3861111111111111,0.9214628297362111,0.9967469095640858,0.35462962962962963
M1,ST5,Welding,2025-01-20,1440,550,3075,3059,0.3819444444444444,0.9318181818181818,0.9947967479674796,0.35405092592592585
M1,ST6,Cooling_System,2025-01-20,1440,546,3075,3063,0.37916666666666665,0.9386446886446886,0.9960975609756098,0.35451388888888885
M1,ST7,Inspection,2025-01-20,1440,546,3076,3058,0.37916666666666665,0.938949938949939,0.994148244473342,0.3539351851851852
M1,ST8,Packaging,2025-01-20,1440,540,3077,3062,0.375,0.9496913580246914,0.9951251218719532,0.3543981481481482
M1,ST1,Robotics,2025-01-21,1440,557,3227,3216,0.38680555555555557,0.9655894673847996,0.9965912612333436,0.37222222222222223
M1,ST2,CNC,2025-01-21,1440,557,3232,3219,0.38680555555555557,0.9670855774985039,0.9959777227722773,0.37256944444444445
M1,ST3,Robotics,2025-01-21,1440,560,3232,3217,0.3888888888888889,0.9619047619047619,0.9953589108910891,0.372337962962963
M1,ST4,Assembly,2025-01-21,1440,566,3218,3208,0.39305555555555555,0.947585394581861,0.9968924798011187,0.3712962962962963
M1,ST5,Welding,2025-01-21,1440,575,3218,3208,0.3993055555555556,0.9327536231884058,0.9968924798011187,0.37129629629629635
M1,ST6,Cooling_System,2025-01-21,1440,582,3218,3211,0.4041666666666667,0.9215349369988545,0.9978247358607831,0.3716435185185185
M1,ST7,Inspection,2025-01-21,1440,581,3156,3140,0.40347222222222223,0.9053356282271945,0.9949302915082383,0.363425925925926
M1,ST8,Packaging,2025-01-21,1440,588,3218,3204,0.4083333333333333,0.9121315192743764,0.9956494717215661,0.3708333333333333
M1,ST1,Robotics,2025-01-22,1440,529,3156,3146,0.36736111111111114,0.994328922495274,0.9968314321926489,0.3641203703703704
M1,ST2,CNC,2025-01-22,1440,530,3166,3156,0.3680555555555556,0.9955974842767296,0.9968414403032217,0.3652777777777778
M1,ST3,Robotics,2025-01-22,1440,530,3166,3155,0.3680555555555556,0.9955974842767296,0.9965255843335439,0.36516203703703703
M1,ST4,Assembly,2025-01-22,1440,538,3180,3172,0.3736111111111111,0.9851301115241635,0.9974842767295597,0.3671296296296296
M1,ST5,Welding,2025-01-22,1440,544,3180,3168,0.37777777777777777,0.9742647058823529,0.9962264150943396,0.36666666666666664
M1,ST6,Cooling_System,2025-01-22,1440,549,3180,3172,0.38125,0.9653916211293261,0.9974842767295597,0.3671296296296296
M1,ST7,Inspection,2025-01-22,1440,557,3180,3168,0.38680555555555557,0.9515260323159784,0.9962264150943396,0.3666666666666667
M1,ST8,Packaging,2025-01-22,1440,557,3180,3167,0.38680555555555557,0.9515260323159784,0.9959119496855345,0.3665509259259259
M1,ST1,Robotics,2025-01-23,1440,605,3421,3411,0.4201388888888889,0.9424242424242424,0.997076878105817,0.39479166666666665
M1,ST2,CNC,2025-01-23,1440,606,3421,3412,0.42083333333333334,0.9408690869086909,0.9973691902952353,0.39490740740740743
M1,ST3,Robotics,2025-01-23,1440,605,3421,3404,0.4201388888888889,0.9424242424242424,0.9950306927798889,0.39398148148148143
M1,ST4,Assembly,2025-01-23,1440,612,3421,3409,0.425,0.9316448801742919,0.9964922537269805,0.39456018518518515
M1,ST5,Welding,2025-01-23,1440,614,3421,3410,0.4263888888888889,0.9286102062975027,0.9967845659163987,0.3946759259259259
M1,ST6,Cooling_System,2025-01-23,1440,607,3421,3412,0.4215277777777778,0.9393190554640307,0.9973691902952353,0.3949074074074074
M1,ST7,Inspection,2025-01-23,1440,608,3421,3412,0.4222222222222222,0.9377741228070176,0.9973691902952353,0.39490740740740743
M1,ST8,Packaging,2025-01-23,1440,602,3415,3402,0.41805555555555557,0.9454595791805094,0.9961932650073206,0.39375000000000004
M1,ST1,Robotics,2025-01-24,1440,632,3589,3579,0.4388888888888889,0.9464662447257384,0.9972137085539148,0.41423611111111114
M1,ST2,CNC,2025-01-24,1440,632,3580,3571,0.4388888888888889,0.9440928270042194,0.9974860335195531,0.41331018518518514
M1,ST3,Robotics,2025-01-24,1440,632,3571,3559,0.4388888888888889,0.9417194092827004,0.9966395967516102,0.41192129629629626
M1,ST4,Assembly,2025-01-24,1440,639,3563,3554,0.44375,0.9293166405842462,0.9974740387314062,0.4113425925925926
M1,ST5,Welding,2025-01-24,1440,628,3556,3546,0.4361111111111111,0.9437367303609342,0.9971878515185602,0.41041666666666665
M1,ST6,Cooling_System,2025-01-24,1440,633,3555,3547,0.4395833333333333,0.9360189573459715,0.9977496483825598,0.4105324074074074
M1,ST7,Inspection,2025-01-24,1440,631,3549,3526,0.43819444444444444,0.9374009508716323,0.9935193012116089,0.4081018518518518
M1,ST8,Packaging,2025-01-24,1440,625,3555,3543,0.4340277777777778,0.948,0.9966244725738397,0.41006944444444443
M1,ST1,Robotics,2025-01-25,1440,545,3282,3266,0.3784722222222222,1.0,0.9951249238269348,0.37662714130949965
M1,ST2,CNC,2025-01-25,1440,553,3291,3280,0.3840277777777778,0.9918625678119349,0.9966575508963841,0.37962962962962965
M1,ST3,Robotics,2025-01-25,1440,560,3300,3291,0.3888888888888889,0.9821428571428571,0.9972727272727273,0.38090277777777776
M1,ST4,Assembly,2025-01-25,1440,570,3308,3299,0.3958333333333333,0.9672514619883041,0.997279322853688,0.3818287037037037
M1,ST5,Welding,2025-01-25,1440,563,3315,3299,0.3909722222222222,0.9813499111900533,0.9951734539969834,0.38182870370370375
M1,ST6,Cooling_System,2025-01-25,1440,566,3313,3294,0.39305555555555555,0.9755594817432274,0.9942650166012678,0.38125000000000003
M1,ST7,Inspection,2025-01-25,1440,574,3309,3301,0.39861111111111114,0.960801393728223,0.9975823511634935,0.3820601851851852
M1,ST8,Packaging,2025-01-25,1440,571,3309,3300,0.39652777777777776,0.9658493870402802,0.9972801450589301,0.3819444444444444
M1,ST1,Robotics,2025-01-26,1440,497,2879,2869,0.3451388888888889,0.9654594232059021,0.9965265717262939,0.3320601851851852
M1,ST2,CNC,2025-01-26,1440,503,2879,2867,0.34930555555555554,0.9539430086149768,0.9958318860715526,0.3318287037037037
M1,ST3,Robotics,2025-01-26,1440,505,2879,2871,0.3506944444444444,0.9501650165016502,0.9972212573810351,0.33229166666666665
M1,ST4,Assembly,2025-01-26,1440,503,2879,2869,0.34930555555555554,0.9539430086149768,0.9965265717262939,0.3320601851851852
M1,ST5,Welding,2025-01-26,1440,506,2879,2871,0.35138888888888886,0.9482872200263505,0.9972212573810351,0.33229166666666665
M1,ST6,Cooling_System,2025-01-26,1440,507,2882,2869,0.35208333333333336,0.9474030243261012,0.9954892435808467,0.3320601851851852
M1,ST7,Inspection,2025-01-26,1440,501,2825,2808,0.34791666666666665,0.9397870924817032,0.9939823008849558,0.32499999999999996
M1,ST8,Packaging,2025-01-26,1440,507,2892,2883,0.35208333333333336,0.9506903353057199,0.9968879668049793,0.3336805555555556
M1,ST1,Robotics,2025-01-27,1440,689,4105,4095,0.47847222222222224,0.9929850024189647,0.997563946406821,0.47395833333333337
M1,ST2,CNC,2025-01-27,1440,695,4099,4083,0.4826388888888889,0.9829736211031175,0.9960966089290071,0.4725694444444445
M1,ST3,Robotics,2025-01-27,1440,692,4095,4072,0.48055555555555557,0.986271676300578,0.9943833943833944,0.47129629629629627
M1,ST4,Assembly,2025-01-27,1440,690,4095,4085,0.4791666666666667,0.9891304347826086,0.9975579975579976,0.47280092592592593
M1,ST5,Welding,2025-01-27,1440,691,4094,4078,0.4798611111111111,0.9874577906415822,0.9960918417195896,0.47199074074074077
M1,ST6,Cooling_System,2025-01-27,1440,684,4092,4079,0.475,0.9970760233918129,0.9968230694037146,0.4721064814814815
