machine,station_id,hour,count,xbar,s,R
M1,ST1,2025-01-05 07:00:00,3,5.0,3.4641016151377544,6
M1,ST1,2025-01-05 08:00:00,50,5.0,0.20203050891044214,2
M1,ST1,2025-01-05 09:00:00,23,5.260869565217392,0.4489777585448793,1
M1,ST1,2025-01-05 10:00:00,10,4.9,0.316227766016838,1
M1,ST1,2025-01-05 11:00:00,45,5.311111111111111,1.0405903530344118,3
M1,ST1,2025-01-05 12:00:00,19,4.894736842105263,0.8093026382225118,3
M1,ST1,2025-01-05 13:00:00,38,5.131578947368421,0.9910696550527766,5
M1,ST1,2025-01-05 14:00:00,50,5.44,0.9930369826847296,3
M1,ST1,2025-01-05 15:00:00,37,4.8108108108108105,0.5184291357251913,2
M1,ST1,2025-01-05 16:00:00,46,6.543478260869565,0.5036101551853348,1
M1,ST1,2025-01-05 17:00:00,3,5.0,2.6457513110645907,5
M1,ST1,2025-01-05 18:00:00,6,5.666666666666667,1.8618986725025255,5
M1,ST1,2025-01-05 19:00:00,12,5.916666666666667,1.083624669450832,4
M1,ST1,2025-01-05 20:00:00,11,6.7272727272727275,0.6466697906828632,2
M1,ST1,2025-01-05 21:00:00,35,4.9714285714285715,0.7853704366024205,3
M1,ST1,2025-01-05 22:00:00,24,5.166666666666667,0.4815434123430768,2
M1,ST1,2025-01-05 23:00:00,19,5.052631578947368,0.8481145238787245,4
M1,ST1,2025-01-06 00:00:00,19,5.684210526315789,1.1572300058975775,5
M1,ST1,2025-01-06 01:00:00,28,6.357142857142857,0.9893613995077729,5
M1,ST1,2025-01-06 02:00:00,24,5.875,1.3613452426057167,5
M1,ST1,2025-01-06 03:00:00,55,6.072727272727272,1.1840693400389193,6
M1,ST1,2025-01-06 04:00:00,5,6.2,0.44721359549995804,1
M1,ST1,2025-01-06 05:00:00,34,6.235294117647059,0.9230654965241851,5
M1,ST1,2025-01-06 06:00:00,17,6.352941176470588,0.492592183071889,1
M1,ST1,2025-01-06 07:00:00,14,5.357142857142857,1.008208072018627,3
M1,ST1,2025-01-06 08:00:00,59,4.728813559322034,0.4483882428930301,1
M1,ST1,2025-01-06 09:00:00,45,5.6,1.0531338514599695,3
M1,ST1,2025-01-06 10:00:00,10,6.5,0.5270462766947299,1
M1,ST1,2025-01-06 11:00:00,15,5.666666666666667,1.6761634196950514,5
M1,ST1,2025-01-06 12:00:00,23,6.260869565217392,0.688700443150182,3
M1,ST1,2025-01-06 13:00:00,48,6.270833333333333,0.9394335851953068,5
M1,ST1,2025-01-06 14:00:00,3,5.0,2.6457513110645907,5
M1,ST1,2025-01-06 15:00:00,31,5.709677419354839,1.216375720109999,6
M1,ST1,2025-01-06 16:00:00,10,6.6,0.5163977794943223,1
M1,ST1,2025-01-06 17:00:00,30,6.2,1.2703515668696896,6
M1,ST1,2025-01-06 18:00:00,14,5.571428571428571,0.7559289460184546,3
M1,ST1,2025-01-06 19:00:00,31,6.096774193548387,0.7897188828807977,2
M1,ST1,2025-01-06 20:00:00,43,5.953488372093023,0.9246231760661829,3
M1,ST1,2025-01-06 21:00:00,18,5.833333333333333,1.3826657968874307,6
M1,ST1,2025-01-06 22:00:00,10,6.5,0.5270462766947298,1
M1,ST1,2025-01-06 23:00:00,35,6.257142857142857,1.093909802251623,6
M1,ST1,2025-01-07 00:00:00,22,6.409090909090909,0.5032362797401965,1
M1,ST1,2025-01-07 01:00:00,38,5.7368421052631575,1.031509272765327,5
M1,ST1,2025-01-07 02:00:00,10,4.2,1.4757295747452437,4
M1,ST1,2025-01-07 03:00:00,27,6.333333333333333,1.0,5
M1,ST1,2025-01-07 04:00:00,28,6.428571428571429,0.5039526306789697,1
M1,ST1,2025-01-07 05:00:00,9,6.222222222222222,0.97182531580755,3
M1,ST1,2025-01-07 06:00:00,18,5.777777777777778,1.6289858106324409,6
M1,ST1,2025-01-07 07:00:00,12,6.5,0.5222329678670935,1
M1,ST1,2025-01-07 08:00:00,46,4.826086956521739,0.38322304651683275,1
M1,ST1,2025-01-07 09:00:00,12,4.25,1.1381803659589922,4
M1,ST1,2025-01-07 10:00:00,10,5.7,1.888562063228706,6
M1,ST1,2025-01-07 11:00:00,39,4.615384615384615,0.49286405809014416,1
M1,ST1,2025-01-07 12:00:00,33,5.757575757575758,1.0009465217452633,3
M1,ST1,2025-01-07 13:00:00,32,6.375,0.6599120175960899,3
M1,ST1,2025-01-07 14:00:00,8,6.0,1.3093073414159542,4
M1,ST1,2025-01-07 15:00:00,38,6.421052631578948,0.8893234278468166,5
M1,ST1,2025-01-07 16:00:00,17,6.176470588235294,1.4245742398014511,6
M1,ST1,2025-01-07 17:00:00,16,6.125,1.1474609652039003,4
M1,ST1,2025-01-07 18:00:00,23,5.826086956521739,1.1541298931561732,5
M1,ST1,2025-01-07 19:00:00,16,6.3125,0.7932002689527194,3
M1,ST1,2025-01-07 20:00:00,35,5.914285714285715,1.1725143564009728,6
M1,ST1,2025-01-07 21:00:00,21,5.904761904761905,1.338086764928265,6
M1,ST1,2025-01-07 22:00:00,13,5.0,0.0,0
M1,ST1,2025-01-07 23:00:00,16,6.5,0.5163977794943222,1
M1,ST1,2025-01-08 00:00:00,37,6.297297297297297,1.0237421785039669,6
M1,ST1,2025-01-08 01:00:00,30,6.333333333333333,1.1244411127720089,6
M1,ST1,2025-01-08 02:00:00,8,5.875,1.2464234547582251,4
M1,ST1,2025-01-08 03:00:00,14,6.0,0.9607689228305226,3
M1,ST1,2025-01-08 04:00:00,23,5.521739130434782,0.7304771303365114,2
M1,ST1,2025-01-08 05:00:00,5,6.0,1.7320508075688772,4
M1,ST1,2025-01-08 06:00:00,29,5.344827586206897,0.8567322497625798,4
M1,ST1,2025-01-08 07:00:00,41,5.2682926829268295,0.9753048303966926,3
M1,ST1,2025-01-08 08:00:00,49,4.571428571428571,0.6123724356957947,3
M1,ST1,2025-01-08 09:00:00,7,5.142857142857143,1.7728105208558367,5
M1,ST1,2025-01-08 10:00:00,14,5.714285714285714,1.5898026693500444,6
M1,ST1,2025-01-08 11:00:00,14,5.428571428571429,1.7415415679698927,6
M1,ST1,2025-01-08 12:00:00,34,6.4411764705882355,0.5039947372613783,1
M1,ST1,2025-01-08 13:00:00,17,6.235294117647059,1.200490095997562,5
M1,ST1,2025-01-08 14:00:00,38,5.2894736842105265,1.0882143751650175,5
M1,ST1,2025-01-08 15:00:00,31,6.0,1.2382783747337807,6
M1,ST1,2025-01-08 16:00:00,29,5.758620689655173,0.9124211282466757,3
M1,ST1,2025-01-08 17:00:00,25,5.76,0.7234178138070241,2
M1,ST1,2025-01-08 18:00:00,26,4.615384615384615,1.2025613689761725,6
M1,ST1,2025-01-08 19:00:00,23,5.608695652173913,1.3395769493246945,6
M1,ST1,2025-01-08 20:00:00,16,6.5625,0.51234753829798,1
M1,ST1,2025-01-08 22:00:00,26,6.5,0.5099019513592783,1
M1,ST1,2025-01-08 23:00:00,22,6.090909090909091,1.1509454047327028,5
M1,ST1,2025-01-09 00:00:00,12,6.416666666666667,0.5149286505444371,1
M1,ST1,2025-01-09 01:00:00,34,5.382352941176471,0.8881272732418118,3
M1,ST1,2025-01-09 02:00:00,33,4.787878787878788,0.4846116845975598,2
M1,ST1,2025-01-09 03:00:00,36,5.027777777777778,0.3769131094343788,2
M1,ST1,2025-01-09 04:00:00,7,4.571428571428571,1.618347187425374,5
M1,ST1,2025-01-09 05:00:00,17,6.117647058823529,1.4090046549415864,6
M1,ST1,2025-01-09 06:00:00,5,4.6,2.073644135332772,5
M1,ST1,2025-01-09 07:00:00,17,5.882352941176471,1.3639259941972877,5
M1,ST1,2025-01-09 08:00:00,30,5.266666666666667,0.4497764451088036,1
M1,ST1,2025-01-09 09:00:00,37,5.351351351351352,0.6331673561554647,3
M1,ST1,2025-01-09 10:00:00,22,6.181818181818182,0.7326639999321227,3
M1,ST1,2025-01-09 11:00:00,43,5.976744186046512,1.0798671014576893,5
M1,ST1,2025-01-09 12:00:00,27,6.2592592592592595,0.5256931389634798,2
M1,ST1,2025-01-09 13:00:00,10,5.7,1.7029386365926402,6
M1,ST1,2025-01-09 14:00:00,14,5.642857142857143,1.598419549100002,6
M1,ST1,2025-01-09 15:00:00,2,3.0,2.8284271247461903,4
M1,ST1,2025-01-09 16:00:00,39,6.410256410256411,0.4983102351129801,1
M1,ST1,2025-01-09 17:00:00,31,5.32258064516129,0.5992827253861377,2
M1,ST1,2025-01-09 18:00:00,8,5.5,0.5345224838248488,1
M1,ST1,2025-01-09 19:00:00,41,5.560975609756097,0.8957896094453452,5
M1,ST1,2025-01-09 20:00:00,11,5.454545454545454,2.06705763652765,6
M1,ST1,2025-01-09 21:00:00,3,5.0,0.0,0
M1,ST1,2025-01-09 22:00:00,26,6.1923076923076925,0.9805806756909201,5
M1,ST1,2025-01-09 23:00:00,13,6.0,1.2909944487358056,5
M1,ST1,2025-01-10 00:00:00,28,6.464285714285714,0.5078745001833701,1
M1,ST1,2025-01-10 01:00:00,29,6.068965517241379,1.412470846292275,6
M1,ST1,2025-01-10 02:00:00,12,6.5,0.5222329678670935,1
M1,ST1,2025-01-10 03:00:00,16,5.5,1.505545305418162,6
M1,ST1,2025-01-10 04:00:00,48,5.333333333333333,0.8588298157855657,4
M1,ST1,2025-01-10 05:00:00,18,4.722222222222222,0.46088859896247686,1
M1,ST1,2025-01-10 06:00:00,44,5.318181818181818,1.1159046235965062,5
M1,ST1,2025-01-10 07:00:00,21,6.428571428571429,0.6761234037828133,2
M1,ST1,2025-01-10 08:00:00,19,5.684210526315789,1.6347827439397082,6
M1,ST1,2025-01-10 09:00:00,12,6.0,1.4142135623730951,5
M1,ST1,2025-01-10 10:00:00,21,6.333333333333333,0.7302967433402215,3
M1,ST1,2025-01-10 11:00:00,25,4.92,0.40000000000000013,2
M1,ST1,2025-01-10 12:00:00,30,6.4,0.7239737088005909,3
M1,ST1,2025-01-10 13:00:00,19,6.2105263157894735,0.5353033790313108,2
M1,ST1,2025-01-10 14:00:00,12,6.25,0.621581560508061,2
M1,ST1,2025-01-10 15:00:00,20,6.5,0.512989176042577,1
M1,ST1,2025-01-10 16:00:00,47,6.340425531914893,0.9389308384188635,6
M1,ST1,2025-01-10 17:00:00,31,5.0,1.1547005383792517,5
M1,ST1,2025-01-10 18:00:00,30,4.733333333333333,0.4497764451088035,1
M1,ST1,2025-01-10 19:00:00,13,5.076923076923077,0.2773500981126146,1
M1,ST1,2025-01-10 20:00:00,22,5.454545454545454,1.1433981403515172,5
M1,ST1,2025-01-10 21:00:00,16,6.125,0.718795288428261,2
M1,ST1,2025-01-10 22:00:00,34,5.5588235294117645,0.704581391757835,2
M1,ST1,2025-01-10 23:00:00,34,5.911764705882353,1.1643087963517378,5
M1,ST1,2025-01-11 00:00:00,27,6.37037037037037,0.8388704928078611,4
M1,ST1,2025-01-11 01:00:00,3,5.0,2.6457513110645907,5
M1,ST1,2025-01-11 02:00:00,32,6.375,0.7931155389125321,4
M1,ST1,2025-01-11 03:00:00,25,5.92,1.2220201853215575,5
M1,ST1,2025-01-11 05:00:00,7,6.571428571428571,0.5345224838248488,1
M1,ST1,2025-01-11 06:00:00,35,6.057142857142857,0.9056313086609205,4
M1,ST1,2025-01-11 07:00:00,46,4.891304347826087,0.3146963876899778,1
M1,ST1,2025-01-11 08:00:00,17,4.411764705882353,1.0036697371030325,4
M1,ST1,2025-01-11 09:00:00,25,6.28,0.6782329983125269,3
M1,ST1,2025-01-11 10:00:00,14,6.142857142857143,1.292412345317728,5
M1,ST1,2025-01-11 11:00:00,52,6.480769230769231,0.5045045954972345,1
M1,ST1,2025-01-11 12:00:00,10,6.2,0.4216370213557841,1
M1,ST1,2025-01-11 13:00:00,23,5.869565217391305,1.0137396037394033,3
M1,ST1,2025-01-11 14:00:00,37,6.378378378378378,0.5452497568062706,2
M1,ST1,2025-01-11 15:00:00,42,5.833333333333333,0.7297399024332248,2
M1,ST1,2025-01-11 16:00:00,60,5.333333333333333,0.4753826885415283,1
M1,ST1,2025-01-11 17:00:00,23,6.173913043478261,0.7168221481614957,2
M1,ST1,2025-01-11 18:00:00,8,5.5,1.9272482233188633,6
M1,ST1,2025-01-11 19:00:00,40,6.375,0.8969320930188526,5
M1,ST1,2025-01-11 20:00:00,22,4.863636363636363,0.6396021490668313,3
M1,ST1,2025-01-11 21:00:00,24,5.583333333333333,0.7755316082290387,3
M1,ST1,2025-01-11 22:00:00,8,6.25,1.0350983390135313,3
M1,ST1,2025-01-11 23:00:00,52,5.173076923076923,0.7598027052002133,5
M1,ST1,2025-01-12 00:00:00,15,6.0,1.2535663410560174,5
M1,ST1,2025-01-12 01:00:00,40,5.025,0.6196566460342041,3
M1,ST1,2025-01-12 02:00:00,56,6.357142857142857,0.6722708174151633,3
M1,ST1,2025-01-12 03:00:00,33,5.757575757575758,0.6628679652796169,2
M1,ST1,2025-01-12 04:00:00,49,6.020408163265306,0.7497164997063709,2
M1,ST1,2025-01-12 05:00:00,36,5.972222222222222,0.877858143799396,4
M1,ST1,2025-01-12 06:00:00,3,6.333333333333333,0.5773502691896257,1
M1,ST1,2025-01-12 07:00:00,18,5.888888888888889,1.1826634392157038,4
M1,ST1,2025-01-12 08:00:00,17,6.411764705882353,0.5072996561958923,1
M1,ST1,2025-01-12 09:00:00,22,6.090909090909091,0.8111773283374346,4
M1,ST1,2025-01-12 10:00:00,37,5.513513513513513,0.901283702455732,5
M1,ST1,2025-01-12 11:00:00,48,5.208333333333333,0.8494887907875881,5
M1,ST1,2025-01-12 12:00:00,26,6.5,0.5099019513592785,1
M1,ST1,2025-01-12 13:00:00,14,6.285714285714286,0.4688072309384956,1
M1,ST1,2025-01-12 14:00:00,13,5.846153846153846,1.4632243987255136,5
M1,ST1,2025-01-12 15:00:00,58,5.5344827586206895,0.9772054182832192,3
M1,ST1,2025-01-12 16:00:00,24,4.916666666666667,1.3486439781165913,6
M1,ST1,2025-01-12 17:00:00,33,6.484848484848484,0.5075192189225523,1
M1,ST1,2025-01-12 18:00:00,18,6.166666666666667,1.3826657968874303,6
M1,ST1,2025-01-12 19:00:00,26,5.653846153846154,1.1642098674142112,5
M1,ST1,2025-01-12 20:00:00,25,4.96,0.3511884584284246,2
M1,ST1,2025-01-12 21:00:00,60,5.8,0.8982091410228185,3
M1,ST1,2025-01-12 22:00:00,12,6.166666666666667,0.7177405625652733,2
M1,ST1,2025-01-12 23:00:00,8,5.25,1.0350983390135313,3
M1,ST1,2025-01-13 00:00:00,36,4.944444444444445,0.5315446195190789,2
M1,ST1,2025-01-13 01:00:00,12,4.5,0.5222329678670935,1
M1,ST1,2025-01-13 02:00:00,37,5.8108108108108105,1.0498105077117972,4
M1,ST1,2025-01-13 03:00:00,17,4.588235294117647,0.7952062255644573,3
M1,ST1,2025-01-13 04:00:00,46,6.304347826086956,0.9397296352885832,6
M1,ST1,2025-01-13 05:00:00,27,6.444444444444445,0.5063696835418332,1
M1,ST1,2025-01-13 06:00:00,14,5.357142857142857,1.5495479666983212,6
M1,ST1,2025-01-13 07:00:00,33,5.606060606060606,1.5995974872486272,6
M1,ST1,2025-01-13 08:00:00,8,6.25,0.4629100498862757,1
M1,ST1,2025-01-13 09:00:00,25,4.88,0.7810249675906654,4
M1,ST1,2025-01-13 10:00:00,15,5.733333333333333,1.98086080374405,6
M1,ST1,2025-01-13 11:00:00,13,5.0,1.4142135623730951,6
M1,ST1,2025-01-13 12:00:00,7,4.571428571428571,2.439750182371333,5
M1,ST1,2025-01-13 13:00:00,42,6.261904761904762,0.8570944624355865,5
M1,ST1,2025-01-13 14:00:00,35,5.8,1.1061326375099445,6
M1,ST1,2025-01-13 15:00:00,17,5.235294117647059,1.0325582165612917,5
M1,ST1,2025-01-13 16:00:00,27,5.481481481481482,0.7529618628798985,3
M1,ST1,2025-01-13 17:00:00,40,5.3,0.5638694156883466,2
M1,ST1,2025-01-13 18:00:00,3,5.0,2.6457513110645907,5
M1,ST1,2025-01-13 19:00:00,28,5.892857142857143,1.4488638132020375,6
M1,ST1,2025-01-13 20:00:00,27,6.407407407407407,0.8439494725697222,4
M1,ST1,2025-01-13 21:00:00,40,5.8,0.8828857114526087,4
M1,ST1,2025-01-13 22:00:00,31,4.935483870967742,0.8920195764282213,5
M1,ST1,2025-01-13 23:00:00,33,4.818181818181818,0.8083372383535795,3
M1,ST1,2025-01-14 00:00:00,18,4.5,0.7071067811865477,3
M1,ST1,2025-01-14 01:00:00,16,6.4375,0.6291528696058958,2
M1,ST1,2025-01-14 02:00:00,10,5.5,1.35400640077266,4
M1,ST1,2025-01-14 03:00:00,27,5.666666666666667,0.5547001962252291,2
M1,ST1,2025-01-14 04:00:00,8,4.875,1.3562026818605375,3
M1,ST1,2025-01-14 05:00:00,36,6.361111111111111,0.4871361075732195,1
M1,ST1,2025-01-14 06:00:00,12,6.25,1.1381803659589922,4
M1,ST1,2025-01-14 07:00:00,24,5.833333333333333,0.5646597025732805,2
M1,ST1,2025-01-14 08:00:00,13,5.769230769230769,1.5358952955766088,5
M1,ST1,2025-01-14 09:00:00,48,5.645833333333333,0.7290210087546684,2
M1,ST1,2025-01-14 10:00:00,11,5.363636363636363,2.2033033051637387,6
M1,ST1,2025-01-14 11:00:00,46,6.456521739130435,0.5036101551853349,1
M1,ST1,2025-01-14 12:00:00,26,5.6923076923076925,0.8375789285425359,2
M1,ST1,2025-01-14 13:00:00,24,6.041666666666667,1.0826363421183323,5
M1,ST1,2025-01-14 14:00:00,44,4.909090909090909,0.520204871009884,2
M1,ST1,2025-01-14 15:00:00,15,6.466666666666667,0.5163977794943222,1
M1,ST1,2025-01-14 16:00:00,21,6.380952380952381,0.4976133515281192,1
M1,ST1,2025-01-14 17:00:00,24,5.458333333333333,1.062366786192884,5
M1,ST1,2025-01-14 18:00:00,18,5.555555555555555,0.5113099925649136,1
M1,ST1,2025-01-14 19:00:00,3,6.0,1.0,2
M1,ST1,2025-01-14 20:00:00,34,6.264705882352941,0.8981065445808168,5
M1,ST1,2025-01-14 21:00:00,60,6.25,0.7041041910572658,3
M1,ST1,2025-01-14 22:00:00,12,6.25,0.621581560508061,2
M1,ST1,2025-01-14 23:00:00,23,5.869565217391305,1.358620551284111,6
M1,ST1,2025-01-15 00:00:00,9,4.444444444444445,0.7264831572567789,2
M1,ST1,2025-01-15 01:00:00,30,5.0,1.1744404390294072,5
M1,ST1,2025-01-15 02:00:00,42,5.666666666666667,1.118942590272264,6
M1,ST1,2025-01-15 03:00:00,10,6.0,0.9428090415820634,3
M1,ST1,2025-01-15 04:00:00,19,6.2105263157894735,0.9176629354822472,4
M1,ST1,2025-01-15 05:00:00,15,5.866666666666666,2.0307165050320353,6
M1,ST1,2025-01-15 06:00:00,22,5.2272727272727275,0.9725674505593149,3
M1,ST1,2025-01-15 07:00:00,3,6.333333333333333,0.5773502691896257,1
M1,ST1,2025-01-15 08:00:00,54,5.703703703703703,0.6624605258337365,2
M1,ST1,2025-01-15 09:00:00,44,5.340909090909091,0.8611291078465236,4
M1,ST1,2025-01-15 10:00:00,7,4.714285714285714,0.48795003647426655,1
M1,ST1,2025-01-15 11:00:00,60,4.85,0.7089022308339535,3
M1,ST1,2025-01-15 12:00:00,7,6.571428571428571,0.5345224838248487,1
M1,ST1,2025-01-15 13:00:00,42,5.857142857142857,1.2211835237204405,6
M1,ST1,2025-01-15 14:00:00,45,6.311111111111111,0.9492155187364463,6
M1,ST1,2025-01-15 15:00:00,19,4.7894736842105265,0.7132825035177587,3
M1,ST1,2025-01-15 16:00:00,7,4.428571428571429,1.618347187425374,5
M1,ST1,2025-01-15 17:00:00,17,5.470588235294118,1.5857824196127734,5
M1,ST1,2025-01-15 18:00:00,39,5.333333333333333,1.1994150621148922,6
M1,ST1,2025-01-15 19:00:00,17,4.705882352941177,0.46966821831386213,1
M1,ST1,2025-01-15 20:00:00,31,4.709677419354839,0.8638498475659905,5
M1,ST1,2025-01-15 21:00:00,18,6.5,0.5144957554275266,1
M1,ST1,2025-01-15 22:00:00,23,6.0,1.3142574813455419,7
M1,ST1,2025-01-15 23:00:00,55,5.218181818181818,0.4591017433798425,2
M1,ST1,2025-01-16 00:00:00,21,6.095238095238095,0.889087279447969,3
M1,ST1,2025-01-16 01:00:00,10,6.2,1.2292725943057183,4
